Id	  DSET	  HHMMSS	    MSEC	 CHAN	   A	 CNTS	    R	    D	 LUCY	  DT1X	     E
  	      	[hhmmss]	[ms.µs ]	     	[dB]	     	 [µs]	 [µs]	 [cm]	  [µs]	  [eu]
La	Label  1: 10:29 Resume
Dt	16 Октябрь 2020 г., Host Time: 10:29:24
Ev	   111	10:29:28	451,5600	   17	40,4	    3	 26,4	 26,6	     	   0,0	255E-1
Ev	   114	10:29:28	470,4799	    6	49,4	    5	 12,4	 27,2	     	   0,0	553E-1
Ev	   117	10:29:28	483,9113	   17	43,4	   12	 50,4	 70,2	     	   0,0	610E-1
Ev	   125	10:29:28	534,3612	   17	46,4	   13	 33,4	 73,6	     	   0,0	145E00
Ev	   128	10:29:28	544,0294	   20	49,0	   11	  8,0	106,2	     	   0,0	802E-1
Ht	   129	10:29:28	545,5481	   17	44,1	   13	  6,4	 73,4	     	1518,7	712E-1
Ev	   132	10:29:28	559,6322	   20	43,7	    3	 37,2	 65,8	     	   0,0	488E-1
Ht	   133	10:29:28	561,1381	   17	46,8	   15	 46,8	 81,2	     	1505,9	124E00
Ev	   145	10:29:28	718,8663	   17	42,6	    5	 15,2	 30,2	     	   0,0	288E-1
Ev	   164	10:29:29	563,1624	   21	46,4	    3	  7,8	 20,0	     	   0,0	319E-1
Ht	   167	10:29:29	564,6233	   24	49,4	    5	 11,4	 50,6	     	1460,9	532E-1
Ht	   168	10:29:29	564,6275	   18	46,8	    4	 10,4	 31,2	     	1465,1	425E-1
Ht	   169	10:29:29	564,6567	   17	49,8	    8	 13,0	 50,4	     	1494,3	120E00
Ev	   174	10:29:29	629,4592	   20	64,4	   17	 15,2	101,4	     	   0,0	242E01
Ev	   185	10:29:29	903,2396	   20	55,8	   11	 10,0	 42,8	     	   0,0	155E00
Ev	   192	10:29:30	 17,9304	   17	50,1	   21	 17,8	124,6	     	   0,0	284E00
Ht	   193	10:29:30	 17,9373	   24	47,1	    4	  7,8	 34,6	     	   6,9	495E-1
Ht	   194	10:29:30	 19,7008	   12	44,1	    7	  5,6	 41,0	     	1770,4	414E-1
Ev	   200	10:29:30	542,0827	   20	52,0	   10	 12,2	 57,6	     	   0,0	143E00
Ev	   202	10:29:30	625,8282	   20	46,0	    4	  5,4	 31,6	     	   0,0	343E-1
Ev	   208	10:29:30	718,5020	   20	49,4	    8	  8,8	 47,4	     	   0,0	658E-1
Ev	   214	10:29:30	925,1324	   11	43,7	    4	 15,8	 19,2	     	   0,0	285E-1
Ev	   217	10:29:31	295,9419	   11	50,9	    4	 25,0	 61,0	     	   0,0	110E00
Ev	   224	10:29:32	  4,5356	   11	47,9	    5	 10,0	 50,6	     	   0,0	896E-1
Ev	   229	10:29:32	533,9262	   11	47,9	    5	  6,6	 32,8	     	   0,0	410E-1
Ev	   272	10:29:34	658,9235	   15	53,9	    9	 14,2	 55,2	     	   0,0	307E00
Ev	   338	10:29:45	339,4090	   25	50,5	    4	  7,0	 22,0	     	   0,0	442E-1
Ev	   374	10:29:51	715,2470	   20	49,4	    4	 25,6	 30,0	     	   0,0	662E-1
Ht	   376	10:29:51	716,6708	   17	51,3	    6	 13,0	 41,2	     	1423,8	116E00
Ht	   377	10:29:51	716,7031	   24	50,9	    4	 12,2	 36,2	     	1456,1	642E-1
Ht	   379	10:29:51	716,7316	   23	46,0	    4	  8,0	 20,2	     	1484,6	381E-1
Ev	   385	10:29:52	 44,1248	   20	44,9	    3	 25,0	 30,4	     	   0,0	333E-1
Ht	   388	10:29:52	 45,6118	   17	44,5	    7	 83,2	109,4	     	1487,0	687E-1
Ev	   397	10:29:52	470,0096	   17	41,9	    3	 11,2	 14,4	     	   0,0	224E-1
Ev	   402	10:29:52	486,3978	   17	49,0	   18	 80,2	121,0	     	   0,0	245E00
Ev	   410	10:29:52	795,6031	   19	44,1	    3	  7,2	 27,4	     	   0,0	197E-1
Ev	   416	10:29:52	866,0059	   20	46,4	    4	 22,6	 40,6	     	   0,0	387E-1
Ht	   417	10:29:52	867,4317	   17	49,4	    7	 12,0	 38,2	     	1425,8	821E-1
Ht	   418	10:29:52	867,4686	   24	49,0	    3	 11,2	 17,0	     	1462,7	397E-1
Ev	   428	10:29:53	206,9716	   12	82,5	   27	 10,6	150,2	     	   0,0	151E03
Ev	   430	10:29:53	217,3791	   12	49,0	    4	  8,8	 35,6	     	   0,0	557E-1
Ev	   432	10:29:53	327,7263	   12	65,9	   16	 10,4	 89,2	     	   0,0	322E01
Ev	   438	10:29:53	745,1934	   20	45,2	    5	  7,8	 41,8	     	   0,0	466E-1
Ht	   439	10:29:53	746,5320	   23	47,1	    7	 19,8	 48,6	     	1338,6	627E-1
Ht	   441	10:29:53	746,6559	   17	52,0	    8	 24,8	 55,0	     	1462,5	220E00
Ht	   442	10:29:53	746,6571	   24	45,6	    4	  5,2	 36,6	     	1463,7	437E-1
Ev	   487	10:29:54	447,7434	   20	50,9	    4	  7,6	 26,4	     	   0,0	667E-1
Ht	   491	10:29:54	449,2867	   24	45,6	    4	  7,2	 25,2	     	1543,3	248E-1
Ev	   493	10:29:54	527,2753	   20	55,0	   10	 51,4	106,4	     	   0,0	181E00
Ht	   496	10:29:54	528,7685	   17	51,3	    8	  9,4	 60,0	     	1493,2	138E00
Ht	   498	10:29:54	528,8238	   24	50,9	    6	 15,8	 43,0	     	1548,5	101E00
Ev	   508	10:29:54	637,5162	   17	43,7	   10	 59,6	 80,2	     	   0,0	627E-1
Ev	   510	10:29:54	667,9954	   17	46,4	   16	 36,2	 90,0	     	   0,0	127E00
Ev	   544	10:29:59	294,6212	   11	49,4	    4	  7,2	 22,8	     	   0,0	678E-1
Ev	   557	10:29:59	568,5059	   11	57,3	   27	 41,4	160,2	     	   0,0	943E00
Ev	   564	10:30:00	550,8572	   16	47,5	    3	  5,0	 21,0	     	   0,0	358E-1
Ev	   606	10:30:04	586,5183	   18	45,2	    8	310,6	328,8	     	   0,0	663E-1
Ht	   607	10:30:04	586,9145	   32	43,4	    3	302,0	320,8	     	 396,2	307E-1
Ev	   609	10:30:04	741,0097	   18	41,9	    4	 11,6	 18,0	     	   0,0	216E-1
Ev	   618	10:30:07	207,5412	   25	49,4	    4	  9,0	 23,8	     	   0,0	478E-1
Ev	   630	10:30:10	130,7105	   20	57,3	   15	157,2	202,2	     	   0,0	352E00
Ev	   637	10:30:10	881,6479	   20	49,0	    4	  9,4	 19,8	     	   0,0	431E-1
Ev	   640	10:30:11	143,6294	   20	56,2	   34	  6,6	340,6	     	   0,0	616E00
Ev	   648	10:30:12	838,6683	   20	47,1	   13	 40,8	182,0	     	   0,0	168E00
Ht	   649	10:30:12	838,8000	   21	43,7	    9	 81,2	175,6	     	 131,7	114E00
Ev	   705	10:30:15	346,2442	    7	47,5	    4	 19,0	 53,8	     	   0,0	578E-1
Ev	   709	10:30:15	348,3060	   11	49,8	    5	  5,6	 39,0	     	   0,0	793E-1
Ev	   717	10:30:15	804,0280	   15	44,9	   40	1669,6	2720,8	     	   0,0	640E00
Ev	   740	10:30:18	 12,6893	    7	59,2	   23	  53,2	 677,2	     	   0,0	684E00
Ht	   741	10:30:18	 12,9796	    5	43,0	    3	  38,2	  61,8	     	 290,3	618E-1
Ht	   744	10:30:18	 13,5102	    3	42,6	    3	   6,0	  15,8	     	 820,9	359E-1
Ht	   745	10:30:18	 14,0542	    9	53,9	    7	  17,8	  44,8	     	1364,9	197E00
Ht	   746	10:30:18	 14,1692	    2	51,6	    7	  30,8	 188,0	     	1479,9	231E00
Ht	   747	10:30:18	 14,2345	   10	58,8	   24	  41,6	 798,2	     	1545,2	721E00
Ht	   748	10:30:18	 14,3706	    1	50,1	   13	  14,2	 309,4	     	1681,3	206E00
Ev	   794	10:30:21	237,9729	    8	50,9	    7	  31,6	  95,8	     	   0,0	809E-1
Ht	   796	10:30:21	239,4871	    6	46,8	    5	   8,0	  61,4	     	1514,2	552E-1
Ht	   797	10:30:21	239,5530	    1	49,0	    5	  14,8	  52,0	     	1580,1	801E-1
Ht	   798	10:30:21	239,5604	    5	55,8	    7	  20,4	  77,4	     	1587,5	333E00
Ev	   832	10:30:22	678,2698	    8	49,0	    4	  22,2	  41,4	     	   0,0	561E-1
Ht	   833	10:30:22	679,7289	    6	54,3	    5	   9,0	  54,4	     	1459,1	129E00
Ht	   834	10:30:22	679,8046	   10	47,1	    3	   7,0	  25,2	     	1534,8	480E-1
Ht	   835	10:30:22	679,8758	    1	52,4	    7	  15,8	  40,4	     	1606,0	125E00
Ev	   850	10:30:23	438,9377	   18	42,6	    4	   9,4	  18,2	     	   0,0	274E-1
Ev	   852	10:30:23	492,4579	   18	48,3	   21	 318,6	 339,6	     	   0,0	173E00
Ht	   853	10:30:23	492,5432	   23	46,0	   19	  87,2	 303,8	     	  85,3	143E00
Ht	   854	10:30:23	493,0174	   32	45,6	    5	 165,4	 184,4	     	 559,5	696E-1
Ev	   931	10:30:26	500,8509	   20	50,1	    9	 172,8	 220,6	     	   0,0	110E00
Ev	   940	10:30:26	908,3611	   17	50,5	    4	  20,2	  36,4	     	   0,0	111E00
Ev	   962	10:30:27	290,8355	    7	47,1	    6	  27,4	  43,2	     	   0,0	509E-1
Ev	   979	10:30:27	738,0992	    7	44,1	    7	  51,6	  54,8	     	   0,0	664E-1
Ht	   980	10:30:27	739,5975	    1	42,6	   14	 181,0	 388,2	     	1498,3	153E00
Ev	  1007	10:30:30	587,3920	   10	65,6	   12	  11,0	  62,6	     	   0,0	204E01
Ev	  1039	10:30:32	658,9277	    7	52,8	   11	  50,8	 321,6	     	   0,0	185E00
Ht	  1040	10:30:32	660,2962	    9	47,5	    3	   8,2	  20,2	     	1368,5	465E-1
Ht	  1042	10:30:32	660,4990	   10	49,4	    5	   9,6	 304,2	     	1571,3	104E00
Ht	  1043	10:30:32	660,6093	    1	45,6	    9	  42,0	  61,6	     	1681,6	101E00
Ev	  1061	10:30:33	 58,5675	   17	48,6	   58	 220,2	 772,0	     	   0,0	505E00
Ht	  1067	10:30:33	 60,1136	   20	58,8	  103	  97,6	1053,6	     	1546,1	283E01
Ht	  1068	10:30:33	 60,1609	   21	54,3	   77	 295,0	 958,0	     	1593,4	171E01
Ht	  1069	10:30:33	 60,2180	   22	43,0	   14	 102,6	 273,0	     	1650,5	129E00
Ht	  1070	10:30:33	 60,2698	   11	48,6	   50	 150,0	 446,2	     	1702,3	525E00
Ev	  1080	10:30:33	 66,6731	   17	41,1	    3	  11,6	  23,2	     	   0,0	306E-1
Ev	  1130	10:30:35	961,7350	   20	46,4	   12	  29,8	 310,2	     	   0,0	166E00
Ht	  1132	10:30:35	962,1988	   21	41,5	    3	   9,2	  33,6	     	 463,8	426E-1
Ev	  1145	10:30:37	738,0975	    1	44,9	    3	   7,4	  14,6	     	   0,0	201E-1
Ev	  1175	10:30:41	402,6300	    7	53,2	   13	  45,6	 316,0	     	   0,0	214E00
Ht	  1176	10:30:41	404,0056	    9	49,0	    3	   8,4	  19,8	     	1375,6	427E-1
Ht	  1178	10:30:41	404,1981	   10	50,5	   13	   5,6	 377,0	     	1568,1	159E00
Ht	  1179	10:30:41	404,3108	    1	46,4	    3	  31,0	  43,0	     	1680,8	698E-1
LE	  1188	10:30:41	422,2204	    7	63,7	   80	  60,2	 950,0	12,05	   0,0	257E01
Ht	  1189	10:30:41	422,3978	    4	44,1	   10	 161,6	 284,2	     	 177,4	129E00
Ht	  1191	10:30:41	422,5126	    5	44,5	   13	 422,0	 493,0	     	 292,2	176E00
Ht	  1193	10:30:41	422,6246	    3	45,6	   25	  10,6	 719,4	     	 404,2	237E00
Ht	  1195	10:30:41	423,6053	    9	58,8	    9	  13,4	 233,2	     	1384,9	461E00
Ev	  1222	10:30:41	432,1294	   20	43,7	   14	 109,8	 784,6	     	   0,0	176E00
Ev	  1244	10:30:42	  5,7501	    5	46,8	    8	  48,2	 382,0	     	   0,0	121E00
Ev	  1301	10:30:45	319,8888	   17	50,5	    4	   6,0	  30,0	     	   0,0	801E-1
Ht	  1312	10:30:46	215,4970	    8	42,6	    7	 315,6	 512,4	     	  66,5	140E00
Ht	  1313	10:30:46	215,5522	    4	47,9	   59	 248,2	 973,2	     	 121,7	427E00
Ht	  1314	10:30:46	215,7253	    3	44,1	   16	 762,6	1026,4	     	 294,8	267E00
Ht	  1315	10:30:46	215,7882	    5	46,0	   28	 103,0	 811,0	     	 357,7	252E00
Ev	  1330	10:30:46	220,7826	   20	46,0	   19	 252,2	1178,8	     	   0,0	279E00
Ev	  1340	10:30:46	358,1595	    2	49,4	    5	   9,2	  27,2	     	   0,0	511E-1
Ev	  1352	10:30:48	282,7948	    5	58,4	    7	   7,4	  36,0	     	   0,0	295E00
Ev	  1361	10:30:50	750,2912	    7	45,6	    4	  17,8	  46,0	     	   0,0	299E-1
Ev	  1366	10:30:51	481,7882	    3	43,7	    5	  15,8	  36,8	     	   0,0	336E-1
Ev	  1373	10:30:51	965,3856	    1	46,0	    9	  22,6	  53,8	     	   0,0	802E-1
Ht	  1374	10:30:51	965,8286	   11	45,6	    3	  10,4	  28,6	     	 443,0	328E-1
Ev	  1391	10:30:53	126,2058	    7	55,0	   15	  37,0	  97,2	     	   0,0	251E00
Ht	  1392	10:30:53	127,5766	    9	47,5	    3	   5,2	  16,6	     	1370,8	358E-1
Ht	  1394	10:30:53	127,7636	   10	49,8	   11	   8,6	  85,0	     	1557,8	144E00
Ev	  1402	10:30:53	565,1846	    7	56,5	   33	  61,8	 348,6	     	   0,0	526E00
Ht	  1405	10:30:53	566,5621	    9	52,8	    6	   9,6	  36,6	     	1377,5	165E00
Ht	  1406	10:30:53	566,6761	    2	48,3	    5	  12,8	 171,6	     	1491,5	107E00
Ht	  1407	10:30:53	566,7355	   10	54,3	   27	  38,4	 475,0	     	1550,9	361E00
Ht	  1408	10:30:53	566,8750	    1	52,4	   21	  42,4	 336,0	     	1690,4	285E00
Ev	  1476	10:30:54	520,5507	    6	46,4	    3	   7,4	  23,0	     	   0,0	537E-1
Ht	  1477	10:30:54	520,5916	    5	47,9	    7	  28,0	  77,4	     	  40,9	104E00
Ev	  1490	10:30:55	762,7480	   16	49,0	    6	   8,4	  55,8	     	   0,0	630E-1
Ev	  1519	10:30:57	620,7006	    9	43,4	    8	 187,6	 249,6	     	   0,0	105E00
Ht	  1521	10:30:57	621,1565	    3	41,9	    5	 377,6	 381,2	     	 455,9	942E-1
Ht	  1523	10:30:57	621,9372	    5	50,9	   73	 487,2	1120,8	     	1236,6	769E00
Ht	  1524	10:30:57	622,1199	    6	48,3	   36	 161,6	 953,2	     	1419,3	368E00
Ht	  1525	10:30:57	622,1314	    7	43,0	    5	  42,6	 243,2	     	1430,8	861E-1
Ht	  1527	10:30:57	622,4165	   15	46,4	   16	 134,6	 513,4	     	1715,9	239E00
Ev	  1558	10:30:59	408,5908	    7	55,0	   29	  52,2	 372,4	     	   0,0	439E00
Ht	  1560	10:30:59	409,9683	    9	51,3	    6	  12,0	  36,0	     	1377,5	125E00
Ht	  1561	10:30:59	410,0808	    2	47,9	    5	  16,8	 171,6	     	1490,0	950E-1
Ht	  1562	10:30:59	410,1455	   10	53,2	   23	  34,4	 465,2	     	1554,7	294E00
Ht	  1563	10:30:59	410,2794	    1	49,0	   26	  37,0	 533,6	     	1688,6	255E00
Ev	  1589	10:31:00	 17,1554	    7	47,1	    6	   7,4	  35,4	     	   0,0	556E-1
Ev	  1593	10:31:00	 19,2084	   11	49,0	    6	   8,6	  42,2	     	   0,0	749E-1
Ht	  1594	10:31:00	 20,5753	   14	42,6	    4	   6,0	  21,2	     	1366,9	278E-1
Ev	  1599	10:31:00	190,8539	    1	46,4	   14	   9,4	 160,8	     	   0,0	112E00
Ev	  1607	10:31:00	301,3039	    8	52,8	   12	  31,0	 135,2	     	   0,0	174E00
Ht	  1608	10:31:00	301,6861	    7	44,5	    3	  34,6	  39,0	     	 382,2	602E-1
Ht	  1613	10:31:00	302,8098	   10	53,2	   11	   7,8	 106,4	     	1505,9	235E00
Ht	  1614	10:31:00	302,8121	    6	58,0	   19	  22,2	 758,2	     	1508,2	836E00
Ht	  1615	10:31:00	302,8883	    1	56,2	   10	  20,8	  81,2	     	1584,4	412E00
Ev	  1669	10:31:02	 84,9549	    7	54,7	   21	  58,0	 342,4	     	   0,0	311E00
Ht	  1671	10:31:02	 86,3298	    9	50,9	    6	   9,2	  35,8	     	1374,9	102E00
Ht	  1672	10:31:02	 86,4493	    2	46,4	    4	   6,6	 161,4	     	1494,4	657E-1
Ht	  1673	10:31:02	 86,5063	   10	52,0	   13	  34,0	 406,0	     	1551,4	240E00
Ht	  1674	10:31:02	 86,6416	    1	50,1	   17	  42,6	 336,2	     	1686,7	169E00
Ev	  1705	10:31:02	285,9381	    9	46,4	    6	  40,6	 164,8	     	   0,0	940E-1
Ht	  1706	10:31:02	286,0767	    2	43,0	    6	   8,8	  79,2	     	 138,6	584E-1
Ht	  1708	10:31:02	287,2702	    6	48,3	    3	   6,0	 182,2	     	1332,1	855E-1
Ht	  1709	10:31:02	287,4162	    5	50,1	    5	  15,6	 256,4	     	1478,1	164E00
Ht	  1711	10:31:02	287,8029	   14	55,4	   26	  54,6	 501,6	     	1864,8	944E00
LE	  1719	10:31:02	569,2062	   10	44,5	    4	  15,4	  44,6	 0,00	   0,0	339E-1
Ht	  1721	10:31:02	569,2793	    1	49,4	    5	  19,4	  41,2	     	  73,1	837E-1
Ht	  1722	10:31:02	569,2889	    5	52,0	    4	  19,4	  27,8	     	  82,7	140E00
Ev	  1730	10:31:02	794,4592	    7	59,5	   33	  52,2	 605,2	     	   0,0	754E00
Ht	  1731	10:31:02	794,6650	    4	43,4	    3	  78,6	  91,2	     	 205,8	587E-1
Ht	  1733	10:31:02	795,8416	    9	52,0	    6	   9,2	  35,6	     	1382,4	123E00
Ht	  1734	10:31:02	795,9544	    2	46,8	    6	   6,2	 195,6	     	1495,2	906E-1
Ht	  1735	10:31:02	796,0052	   10	55,4	   17	  34,4	 343,6	     	1546,0	460E00
Ht	  1736	10:31:02	796,1369	    1	48,3	   16	  54,2	 368,8	     	1677,7	177E00
Ev	  1764	10:31:03	206,3026	    1	45,2	    7	  12,0	 109,6	     	   0,0	672E-1
Ev	  1770	10:31:03	579,5175	    2	60,7	   13	  11,0	  69,0	     	   0,0	784E00
LE	  1826	10:31:05	303,2410	    7	64,4	   60	  59,6	 957,2	24,12	   0,0	234E01
Ht	  1827	10:31:05	303,3498	    4	46,4	   15	 118,6	 469,0	     	 108,8	185E00
Ht	  1828	10:31:05	303,5319	    6	41,1	    3	   9,8	  19,6	     	 290,9	370E-1
Ht	  1829	10:31:05	303,5335	    5	43,4	    7	   5,4	 212,0	     	 292,5	117E00
Ht	  1832	10:31:05	303,6184	    3	48,3	   29	 207,8	 345,4	     	 377,4	301E00
Ev	  1856	10:31:05	312,5954	    2	41,5	    6	  14,2	  31,2	     	   0,0	329E-1
Ht	  1857	10:31:05	313,1336	   20	44,5	   13	  66,6	 808,8	     	 538,2	201E00
LE	  1879	10:31:05	792,1879	    7	60,3	   49	  60,4	 866,0	 0,00	   0,0	125E01
Ht	  1880	10:31:05	792,4014	    4	45,6	    7	  71,6	 359,2	     	 213,5	853E-1
Ht	  1884	10:31:05	792,5633	    3	43,4	   13	 190,0	 507,0	     	 375,4	144E00
Ht	  1887	10:31:05	793,5763	    9	55,0	    8	  11,8	 203,8	     	1388,4	196E00
Ht	  1888	10:31:05	793,6883	    2	50,1	   11	  12,4	 243,0	     	1500,4	188E00
Ev	  1914	10:31:05	932,2176	    2	57,7	   15	   9,6	  95,8	     	   0,0	419E00
Ev	  1924	10:31:06	445,1369	   20	43,4	    4	  12,4	  19,2	     	   0,0	236E-1
Ev	  1945	10:31:07	454,3217	    1	47,5	   14	  29,4	 174,6	     	   0,0	174E00
Ht	  1947	10:31:07	455,0524	   20	47,1	    4	   5,0	  31,6	     	 730,7	506E-1
Ev	  1956	10:31:07	783,2160	    1	43,7	    4	  21,2	  24,4	     	   0,0	550E-1
Ev	  1960	10:31:08	145,9212	    1	43,4	    9	  14,6	  48,6	     	   0,0	431E-1
LE	  1969	10:31:08	659,2428	    9	56,5	   16	  38,4	 310,2	139,12	   0,0	410E00
Ht	  1970	10:31:08	659,3387	    2	49,4	   27	  69,2	 461,6	      	  95,9	272E00
Ht	  1971	10:31:08	660,0217	    3	43,0	    4	  15,0	  21,4	      	 778,9	479E-1
Ht	  1973	10:31:08	660,5955	    7	58,0	   16	   9,8	 325,0	      	1352,7	476E00
Ht	  1974	10:31:08	660,6944	    4	47,9	    5	  11,6	 215,6	      	1451,6	124E00
Ev	  2026	10:31:10	295,3716	   24	43,7	    3	 239,2	 244,2	      	   0,0	275E-1
Ev	  2036	10:31:10	521,6972	   25	48,3	    4	   9,4	  24,0	      	   0,0	366E-1
Ev	  2042	10:31:10	857,7524	    1	44,9	    7	  17,4	  85,2	      	   0,0	529E-1
LE	  2055	10:31:11	242,3061	    6	48,3	    6	  19,2	  41,8	  0,00	   0,0	814E-1
Ht	  2056	10:31:11	242,3958	    1	47,9	    4	  13,6	  32,4	      	  89,7	506E-1
Ht	  2057	10:31:11	242,4006	    5	51,3	    4	  14,0	  35,0	      	  94,5	123E00
Ev	  2087	10:31:12	535,2793	    7	45,2	    3	  18,4	  22,8	      	   0,0	297E-1
Ht	  2089	10:31:12	536,8067	    1	44,9	    5	  12,0	 204,4	      	1527,4	734E-1
Ht	  2090	10:31:12	536,8293	   10	43,7	    3	  19,0	  40,2	      	1550,0	440E-1
Ev	  2105	10:31:12	853,9715	   10	42,6	    3	  28,6	 145,2	      	   0,0	645E-1
Ht	  2106	10:31:12	853,9917	    1	50,5	   24	  19,8	 272,2	      	  20,2	241E00
Ev	  2110	10:31:12	856,8680	   14	42,6	    3	  20,6	  23,6	      	   0,0	199E-1
Ev	  2121	10:31:13	489,2518	    5	45,2	   22	 225,4	 738,4	      	   0,0	228E00
Ht	  2122	10:31:13	489,3099	    6	45,2	   11	  14,2	 201,4	      	  58,1	104E00
Ev	  2127	10:31:13	761,2124	   20	54,3	   10	  21,2	  67,2	      	   0,0	208E00
Ev	  2174	10:31:14	809,7266	    8	49,0	    6	  26,4	  68,6	      	   0,0	762E-1
Ht	  2175	10:31:14	809,9290	    7	43,0	    4	  19,8	  24,2	      	 202,4	429E-1
Ht	  2176	10:31:14	811,0475	    6	52,8	    3	  10,2	  36,8	      	1320,9	131E00
Ht	  2178	10:31:14	811,2496	   10	43,0	    9	 115,2	 136,2	      	1523,0	970E-1
Ht	  2179	10:31:14	811,3174	    1	47,1	   13	  59,4	 111,2	      	1590,8	144E00
Ev	  2196	10:31:15	170,9865	    1	48,3	    9	  22,6	 336,0	      	   0,0	136E00
Ev	  2221	10:31:16	 96,1585	    6	41,9	    3	  31,6	 330,2	      	   0,0	762E-1
Ht	  2222	10:31:16	 96,1706	    5	44,1	   11	 115,4	 492,0	      	  12,1	141E00
Ev	  2224	10:31:16	160,0929	   10	43,4	    3	  15,0	  26,6	      	   0,0	479E-1
Ev	  2239	10:31:17	108,6338	   22	50,5	    6	   9,6	  41,4	      	   0,0	699E-1
Ev	  2242	10:31:17	369,3293	    5	45,6	    6	  14,4	  93,6	      	   0,0	504E-1
Ev	  2247	10:31:17	411,4664	   11	48,3	    5	   6,6	  39,4	      	   0,0	539E-1
Ev	  2262	10:31:18	163,2621	    7	53,5	   10	  15,8	  83,6	      	   0,0	182E00
Ht	  2265	10:31:18	164,7976	   10	50,5	    6	   7,8	  65,8	      	1535,5	964E-1
Ev	  2272	10:31:18	429,1588	    7	50,5	    8	   9,8	  60,4	      	   0,0	995E-1
Ht	  2273	10:31:18	430,6889	   10	44,1	   12	  79,0	 204,0	      	1530,1	113E00
Ht	  2274	10:31:18	430,7096	    1	50,5	   30	  14,0	 253,0	      	1550,8	283E00
Ev	  2281	10:31:18	433,5791	   14	43,0	    3	  25,2	  28,0	      	   0,0	266E-1
Ev	  2297	10:31:18	952,3522	    1	47,9	    4	   9,6	  25,2	      	   0,0	573E-1
Ht	  2299	10:31:18	954,0297	   12	42,6	    5	   5,6	  38,2	      	1677,5	241E-1
Ev	  2302	10:31:18	985,9960	   22	47,5	    6	   8,8	  32,8	      	   0,0	411E-1
Ht	  2303	10:31:18	987,2455	    7	54,7	   17	  46,2	 328,6	      	1249,5	296E00
Ev	  2323	10:31:19	127,4093	    5	45,6	   17	 208,2	 490,8	      	   0,0	196E00
Ht	  2324	10:31:19	127,5256	    6	41,5	    3	  24,4	  35,8	      	 116,3	501E-1
Ev	  2327	10:31:19	155,7353	    9	46,0	    3	   8,6	  16,8	      	   0,0	240E-1
Ht	  2331	10:31:19	156,4589	   11	46,0	    5	   7,4	  37,0	      	 723,6	438E-1
Ev	  2349	10:31:20	165,4621	    5	48,3	    3	  10,8	  25,2	      	   0,0	894E-1
Ht	  2350	10:31:20	165,8482	   14	53,5	   19	  50,2	 195,4	      	 386,1	615E00
Ev	  2354	10:31:20	532,6221	   14	46,0	    8	  13,2	  89,6	      	   0,0	962E-1
Ev	  2355	10:31:20	535,6502	    7	49,4	    5	   6,8	 272,0	      	   0,0	783E-1
Ht	  2356	10:31:20	536,9852	    9	45,2	    3	   5,0	  16,8	      	1335,0	254E-1
Ev	  2386	10:31:21	663,8062	    1	46,0	    6	   9,2	  95,4	      	   0,0	644E-1
Ht	  2387	10:31:21	664,5180	   20	44,5	    3	   8,2	  23,8	      	 711,8	283E-1
Ev	  2393	10:31:21	989,1099	    7	49,8	   14	  61,2	 378,2	      	   0,0	130E00
Ev	  2396	10:31:21	991,1650	   11	49,0	    5	  13,4	  43,8	      	   0,0	753E-1
Ev	  2408	10:31:23	 74,4969	    1	44,9	    4	  39,8	  45,0	      	   0,0	332E-1
Ev	  2415	10:31:23	326,6207	    7	44,5	    5	  15,0	  40,4	      	   0,0	486E-1
Ev	  2419	10:31:23	328,6804	   11	49,4	    7	  10,0	  48,4	      	   0,0	926E-1
Ev	  2471	10:31:24	330,4741	    7	51,3	   11	  15,2	  65,6	      	   0,0	103E00
Ht	  2474	10:31:24	332,0124	   10	48,3	    7	   5,0	  54,4	      	1538,3	671E-1
Ev	  2494	10:31:24	961,9093	    1	45,2	   10	  17,4	  70,2	      	   0,0	789E-1
LE	  2500	10:31:25	656,0999	    7	64,4	   69	  59,2	 989,2	 54,56	   0,0	248E01
Ht	  2501	10:31:25	656,2089	    4	46,4	   14	 118,0	 468,8	      	 109,0	183E00
Ht	  2504	10:31:25	656,3919	    5	43,0	    9	   5,8	 336,8	      	 292,0	139E00
Ht	  2505	10:31:25	656,4750	    3	45,6	   22	 222,2	 409,4	      	 375,1	231E00
Ht	  2507	10:31:25	656,5767	   14	41,9	    4	  45,6	  57,6	      	 476,8	198E-1
Ev	  2533	10:31:25	665,4521	    2	43,0	    7	  14,0	  34,2	      	   0,0	434E-1
Ht	  2535	10:31:25	665,9816	   20	45,6	   25	  77,8	 822,8	      	 529,5	243E00
Ev	  2543	10:31:25	670,4596	   19	43,0	    7	  26,2	  37,6	      	   0,0	403E-1
Ev	  2554	10:31:25	860,2226	    7	53,2	   13	  13,6	 283,8	      	   0,0	185E00
Ht	  2557	10:31:25	861,7579	   10	50,5	    6	   5,2	  54,6	      	1535,3	949E-1
Ev	  2569	10:31:25	928,3165	   11	46,0	    3	   6,8	  25,2	      	   0,0	326E-1
LE	  2571	10:31:25	999,9416	    9	44,5	   16	  10,0	 330,6	466,28	   0,0	155E00
Ht	  2572	10:31:25	999,9932	    2	45,6	   14	 249,0	 612,8	      	  51,6	170E00
Ht	  2576	10:31:26	  1,3794	    6	50,1	   76	 320,2	1105,6	      	1437,8	831E00
Ht	  2577	10:31:26	  1,4073	    5	52,8	  100	 235,2	1196,4	      	1465,7	122E01
